epochs,test_kl_losses,test_losses,test_recon_losses,train_kl_losses,train_losses,train_recon_losses
47,20.78581160468024,33.49384106816472,12.708030082084036,24.802343834737833,39.601866256729814,14.799522420165017
48,20.989672841252506,30.9281509502514,9.93847808322391,24.788533525988434,39.5557549156739,14.76722139541549
49,20.860040767772777,30.513444230363177,9.653403411040435,24.754345941693057,40.34798090584973,15.593634949291845
50,20.95911031155973,33.938658791619375,12.979548016109982,24.776038387767613,39.55440178734631,14.778363379731239
51,20.71053190489073,37.85275546924488,17.142223641679095,24.741591307229175,39.59715116003257,14.855559870076487
52,20.94300259770574,31.85451770473171,10.911515235900879,24.77008754623264,39.55410850542175,14.78402093070511
53,20.23302160727011,31.906635026674014,11.673613677153716,24.730038314196175,39.39697538407079,14.666937090801635
54,20.91001288955276,32.375582411482526,11.465569676579657,24.740157514862464,39.42406331816022,14.68390580454341
55,20.934057957417256,43.99695917077967,23.06290105871252,24.72957756161399,39.55434479210195,14.824767221851408
56,20.831846185632653,31.66258497495909,10.83073868622651,24.71516579362583,39.31049885379442,14.595333055850315
57,20.570647471659893,31.089581618437897,10.518933966353133,24.692576780588276,39.208154371082884,14.515577560349733
58,20.73292469333958,32.350467784984694,11.617543452494854,24.66834442742566,39.444596930357356,14.776252495789935
59,20.43361086458773,35.551446656923034,15.117835869660249,24.68092819291596,39.37051602731969,14.68958784984986
60,20.62262354670344,32.20112135603621,11.578497680457863,24.668571521994213,39.522594351255286,14.854022851433749
61,20.578076027535104,30.64458279996305,10.066506746652964,24.64632251544183,39.407178331692016,14.760855812430174
62,20.571947458628063,30.169507928796715,9.59756072791847,24.64847797634958,39.14163751977531,14.493159573487562
63,20.622253778818493,30.535046293928815,9.91279243778538,24.63634031120388,39.098090499006304,14.461750180162399
64,20.632675222448402,34.10498052029996,13.472304988551784,24.63636391887844,39.37936495405919,14.743001038419457
65,19.806858011194176,35.63744148048195,15.830583108438027,24.664473690915216,39.79406098080445,15.129587269377435
66,20.89598459810824,30.364352509782123,9.468368079211261,24.649153748608267,39.457184281012026,14.808030523933297
67,20.864202602489573,33.10484246949892,12.240639712359455,24.620273066746236,39.82385393087559,15.203580818704427
68,20.216962505031276,32.71321719401592,12.496254792084565,24.605666778262837,39.24063744340695,14.634970624120507
69,20.736590617411846,30.934794761039115,10.198203963202399,24.61872539251202,39.04452953551215,14.425804132619664
70,20.276929597596865,30.82100775435164,10.5440785433795,24.59399963695801,40.01968418302041,15.425684557937654
71,20.294974919911976,29.876212506680876,9.581237870293695,24.58423240522772,39.16041620547495,14.576183847083898
72,20.59534248145851,30.94204717069059,10.346704431482264,24.58307339928367,39.35328406815909,14.770210672446304
73,20.571073222804714,31.85497201455606,11.283898817526328,24.594020727908973,38.947872138280815,14.35385144101498
74,20.7171455074001,33.31735899641707,12.600213385917044,24.582194920409975,38.94569007231773,14.363495142689901
75,20.321135598260003,30.688869785618138,10.367734019820755,24.576392297336177,38.935546614907004,14.359154321889104
76,20.672836303710938,35.16049276815878,14.48765602627316,24.5676585748527,39.00380378066767,14.436145202825394
77,20.55873159460119,30.760097761411924,10.201366218360695,24.558835473221713,38.845225606218776,14.286390103931753
78,20.88935120041306,31.299173561302393,10.40982251553922,24.553086833727978,39.09693512572764,14.54384826982698
79,20.666618398717933,33.72282502457902,13.05620662586109,24.553425188971413,38.78006595952384,14.226640788780527
80,20.661765433646536,35.41085856669658,14.749093545449746,24.53283402596729,39.26810368757471,14.735269657372182
81,20.704535200789167,30.852730828362542,10.148195150736216,24.552602916426544,38.90680355296572,14.35420063712048
82,21.308095571157093,37.12227259455501,15.81417735847267,24.536756475641933,38.86669368006468,14.3299372255989
83,20.526828662769216,31.19697194486051,10.670142972791517,24.538238624877025,38.83890254154557,14.300663927879453
84,20.37102864239667,29.948318378345387,9.577289658623773,24.531834186971167,38.718931343944924,14.187097175824688
85,20.663306468241924,30.591814865937103,9.928507985295477,24.517982381928967,39.50951901432198,14.991536626247777
86,20.54797889090873,30.31913679999274,9.77115772865914,24.51242685666777,38.757136312688694,14.244709441737404
87,20.60108380704313,30.448520196450723,9.847436672932393,24.52128653142644,38.965326765280324,14.444040216829917
88,20.370963328593486,31.816641884881097,11.445678607837573,24.50607998435068,38.6318269398768,14.125746903457694
89,20.453018085376637,30.89471538646801,10.441697326866356,24.499129857887418,38.91446527044601,14.415335412641637
90,20.6299906550227,31.015328484612542,10.385337623389992,24.502685644202263,38.57366767439515,14.070982035175511
91,20.84740602647936,32.33858010575578,11.491174233926309,24.485043323069075,39.26320192283224,14.778158620108881
92,20.683236457206107,30.546147062971784,9.862910399565825,24.48974220614033,38.60120098369124,14.11145876202173
93,20.689835883475638,32.0858373384218,11.396001442058667,24.461983822065545,39.226217136363125,14.764233327501536
94,20.63386716069402,30.16554610793655,9.53167861216777,24.480763128268016,38.77449240629701,14.293729275122455
95,20.705180451676654,34.82035394617029,14.115173623368547,24.485208530286513,38.65037544061813,14.165166888075895
96,20.739990234375,31.0618754206477,10.321885237822661,24.47367146421251,38.592375144772475,14.118703665612093
97,20.577336904164905,32.18749716475203,11.610160131712217,24.461727687765272,38.8548241193101,14.393096436527456
98,20.57917321694864,31.46552142581424,10.886347667590991,24.442238340806313,38.9252125817448,14.48297424583807
99,20.90108093055519,30.558056547835065,9.656975385305044,24.465188028919535,39.760854102891734,15.295666108767524
