epochs,test_kl_losses,test_losses,test_recon_losses,train_kl_losses,train_losses,train_recon_losses
0,24.844352979917783,45.61232231758736,20.76796938921954,25.607799124070418,76.15970062188096,50.55190160506198
1,25.391358659074115,40.84342379183383,15.45206544205949,27.53761705277648,53.028944387871064,25.491327330610222
2,24.055793195157438,41.263137198783255,17.20734405517578,27.54567245787671,49.213537632069574,21.66786520109904
3,24.189587928153372,36.241191142314186,12.05160277598613,27.360606835470595,47.46207264814174,20.101465795730224
4,23.33701973992425,36.327674865722656,12.990654971148517,27.174037674419225,46.41545659712656,19.24141891207773
5,23.10607745196368,35.67355068309887,12.567473385785076,27.005946138601857,45.62195353871727,18.61600739355496
6,23.142479973870355,35.59410043664881,12.45162059165336,26.8381275285291,45.18038956241216,18.34226203487958
7,22.466870694547087,34.88136817313529,12.414497787887985,26.70779019538138,44.85159426954556,18.143804095423373
8,22.947937424118454,35.41149464169064,12.463557062922296,26.615184588118407,44.31485661360828,17.699672024659435
9,22.760143692429,35.514201705520215,12.754058116191143,26.535080599145413,44.01970859256533,17.484628002222554
10,22.37987487380569,35.88371720185151,13.50384268889556,26.447818928668408,43.914193879515814,17.466374958155257
11,22.247651486783415,33.019712757419896,10.772061476836333,26.376951787663604,43.61448326695468,17.23753148336022
12,22.132180445903057,36.15847819560283,14.026298290974385,26.291366791069112,43.310744538368645,17.01937773550732
13,21.70861496796479,36.753217697143555,15.044602342554041,26.22568382032654,43.0959907001587,16.870306896025692
14,21.96859292726259,32.59222700789168,10.623633925979203,26.152336696430766,42.98667505085572,16.834338370452397
15,21.683323628193623,32.29351270521009,10.61018907701647,26.072487738106734,43.04068354105377,16.96819582154883
16,21.344444326452308,33.67758029216045,12.333136275007918,26.02065082943344,42.71265156366235,16.692000740872405
17,21.218759227443385,34.33312096466889,13.114361634125581,25.99141119233161,42.559748609736175,16.56833744821379
18,20.696526089230098,33.6963712331411,12.99984493771115,25.961187160376348,42.46031815413605,16.499130987863598
19,21.24094076414366,32.23774157343684,10.99680031956853,25.912170287085427,42.231354276962044,16.31918399062401
20,21.353740949888486,37.62092167622334,16.26718013351028,25.859295907812808,42.12393321346547,16.264637304905275
21,21.006354667044974,31.651739893732845,10.645385458662703,25.833896375707283,42.13974582854151,16.30584946196904
22,20.9851919638144,33.70899499429239,12.723802850053117,25.803475112543005,42.07371802979419,16.27024291857989
23,20.985803913425755,30.809321841678106,9.823517309652793,25.77676793848833,41.89985065267543,16.123082685537018
24,20.985821904362858,31.874209172016865,10.88838749962884,25.689443548894104,42.46983983482645,16.78039630370371
25,21.01733027277766,36.92041562054608,15.90308545086835,25.704317066487597,41.81021782414334,16.105900741213084
26,21.026117170179212,32.54823617677431,11.522119032370078,25.695323726683284,41.78668936566998,16.091365621464462
27,21.181475201168574,32.69813666472564,11.51666107693234,25.66525111651844,41.597756957144156,15.932505830162205
28,21.10418324857145,36.35768776970941,15.253504907762682,25.6354520663863,41.53292905607526,15.897476988692436
29,20.911282410492767,30.988041233372044,10.076758874429238,25.595018787277738,41.46169643209438,15.866677661010174
30,20.88868692758921,32.66335353335819,11.774666425344106,25.57578682940997,41.38009050124118,15.804303635873266
31,20.917294373383392,32.428046303826406,11.510751801568109,25.557049470427806,41.520122265990125,15.963072808600186
32,20.60125598391971,38.9604843758248,18.359228726979847,25.540901395013133,41.43030815297243,15.88940675920495
33,20.613857475486963,33.389374140146614,12.775517205934268,25.510233074395508,42.8355146658541,17.325281637049603
34,20.88652363338986,35.53143521901723,14.644911353652542,25.48789636136264,41.24627590877011,15.75837956119273
35,20.930809330295872,32.36175841254157,11.430949391545477,25.462733743249725,41.23279132331468,15.7700575642036
36,20.723606212719066,32.464712452244115,11.741106419949919,25.461605618615383,41.446913366075265,15.985307766144718
37,20.47739616600243,32.95973525176177,12.482339266184214,25.44212280902577,41.789284493855924,16.347161654768318
38,20.69358341113941,31.766639503272803,11.073055525083799,25.375960168835178,41.38720755874384,16.0112474085935
39,20.667160962079024,32.2229511673386,11.555789947509766,25.406188618219176,41.085853133538755,15.679664559332762
40,20.610219749244482,35.91474450601114,15.304524730991673,25.36370854608608,41.04325094060257,15.679542414031765
41,20.770663854238148,31.38952353193953,10.61885981946378,25.330586653642644,41.04134364412123,15.710756990727711
42,20.65461488672205,30.477283323133314,9.822668255986395,25.32343210139286,40.90934527372907,15.585913156557897
43,20.71601491361051,31.19129588152911,10.475281225668418,25.295477712166846,40.882780080388045,15.587302385328208
44,20.690502630697715,32.275530016100085,11.585027076102591,25.282487745859697,40.81519754968508,15.532709794192312
45,20.484009613861907,34.44127923089105,13.957269668579102,25.28738496777738,41.12668990823127,15.839304950502184
46,20.980623502989072,31.134944915771484,10.1543215674323,25.25644410823289,40.89922223577762,15.642778118492958
47,20.806496336653424,30.820840268521696,10.014343828768343,25.21008931714373,42.120130139666124,16.91004083647374
48,20.982669005522858,32.36739385450208,11.384725003629118,25.210401013187315,40.94305194076118,15.732650899338996
49,20.51493938549145,32.24749008384911,11.732550801457586,25.200278926584954,40.66150376756031,15.461224823868346
50,20.278557339230098,31.762038256670976,11.483480479266193,25.160159960062153,40.96052126284884,15.800361304862788
51,20.285117329777897,32.00504926733068,11.719932040652713,25.165582509706844,41.86145437772745,16.69587182616656
52,20.5244083404541,33.062052546320736,12.537644437841466,25.135839196374217,40.57927483193595,15.443435618371675
53,20.504224158622122,30.66533748523609,10.161113661688727,25.131691922048624,40.95329678461386,15.82160485434391
54,20.908709912686735,31.25571060180664,10.347000779332342,25.087806736040264,40.40119956304536,15.31339284527472
55,20.620043574152767,31.056124403670026,10.436081087267077,25.072068981242403,40.41174611809444,15.339677156450357
56,20.844826724078203,36.13023293984903,15.285405545621305,25.056791886017738,40.5102653529992,15.453473465320583
57,20.39831692463643,30.499323767584723,10.101006610973462,25.04064538527847,40.52947576118238,15.48883037989001
58,20.2219884202287,31.54206523379764,11.320076762018976,25.012985550871463,40.70202924515137,15.68904368165726
59,20.869130727407093,30.223740603472734,9.354609901840622,25.00634165069277,40.302475640600214,15.296133990488746
60,20.393300700832057,30.138756313839473,9.745455548569963,24.9458567557207,40.80695142549988,15.861094667952221
61,20.603436805106497,30.43088217039366,9.827445442612106,24.948338515083368,40.28180231395311,15.333463797873215
62,20.50484744922535,30.801256076709645,10.296408498609388,24.944277954865566,40.37912549577246,15.43484753924602
63,20.454407202230918,32.84465975374789,12.390252525741989,24.907913606949943,40.28854744046542,15.380633817654127
64,20.47644599708351,30.438204481795026,9.961758304286647,24.89032505099178,40.20624959414863,15.315924551627313
65,20.645979546211862,30.282400749825143,9.636421268050736,24.859056946459816,40.093647995380444,15.234591047176705
66,20.590656074317724,32.67408458606617,12.083428743723276,24.828302605813988,40.54845741043436,15.72015481740911
67,20.694295316129118,31.573458645794844,10.879163510090596,24.830338642681074,39.94925242257592,15.118913786206168
68,20.5694086229479,30.284692248782598,9.715283329422409,24.78542691678878,39.9181211405787,15.132694227692975
69,20.26836740648424,31.779209549362594,11.51084242640315,24.764347262433994,39.80578330633575,15.041436078530992
70,21.19650144834776,32.647124883290886,11.450623202968288,24.760156186355278,39.90423584947683,15.14407964568236
71,20.807285360387855,31.40156044831147,10.594274881723765,24.73423858388132,39.91763995591459,15.18340138316113
72,20.52076040731894,31.764079583657754,11.243319021688926,24.70366159659651,40.668463389078774,15.964801814405813
73,20.515182959066856,31.463017541009027,10.947834092217523,24.71489701192996,39.7376726496639,15.022775623616505
74,20.549574568464948,31.864945746756888,11.31537117829194,24.6907090850094,39.82933289213323,15.138623798736418
75,20.47201558705923,30.87830548673063,10.406290196083688,24.673565721063405,39.557015692386344,14.88344998427776
76,20.53683162379909,33.57190560005807,13.03507389893403,24.65374657685065,39.65787329087478,15.004126719421977
77,20.467941026429873,32.79806930954392,12.330128308889028,24.639148830578577,39.83786667850698,15.198717843028819
78,20.37935494087838,37.929824158952044,17.550469578923405,24.719684941475503,41.5169747730283,16.797289834791506
79,20.92252133343671,31.96370269156791,11.041181100381387,24.624047258596974,39.8611514016088,15.237104120922188
80,20.756136765351165,29.99917643779033,9.243039904413996,24.619828788215216,39.63344397257529,15.013615212013645
81,20.70320866559003,30.84773553384317,10.144526765153214,24.594364119090923,39.53729346271011,14.942929337972219
82,20.520218771857184,30.628856091885954,10.108637242703825,24.5868327296266,39.91979501040627,15.332962283270984
83,20.601034576828415,31.331472551500475,10.730438077771986,24.576467812497288,39.47844829645692,14.901980482132664
84,20.476561932950407,31.15883291089857,10.682271300135431,24.568284248317504,39.79438484773865,15.226100621344694
85,20.7333338453963,30.70350997512405,9.970176181277713,24.54753192697656,39.65790998723938,15.110378035764917
